Number,Gender,GivenName,MiddleInitial,Surname,StreetAddress,City,State,ZipCode,Country,EmailAddress,TelephoneNumber,Birthday,CCType,DollarsSpent,WebVisits
2147,female,Madison,F,Gonzales,3123 Fairfax Drive,Montclair,NJ,7042,US,Madison.F.Gonzales@outlook.com,908-921-5533,7/23/1961,Visa,362.19,24
2148,female,Susan,L,Huggins,2050 Calico Drive,Spokane,WA,99201,US,Susan.L.Huggins@gmail.com,509-624-5289,7/13/1972,MasterCard,315.24,29
2149,female,Judith,J,Cooper,2020 Mapleview Drive,Martin,TN,38237,US,Judith.J.Cooper@outlook.com,731-261-7187,9/14/1947,Visa,491.8,6
2150,female,Rebecca,J,Coleman,258 Pinewood Drive,Arlington Heights,IL,60004,US,Rebecca.J.Coleman@outlook.com,847-797-7851,12/26/1961,MasterCard,530.68,29
2151,female,Emily,B,Hargreaves,2051 Cambridge Place,Hanover,MD,21076,US,Emily.B.Hargreaves@gmail.com,410-608-9756,10/21/1959,MasterCard,492.8,2
2152,female,Kimberly,M,Lowry,2642 Cherry Tree Drive,Fernandina Beach,FL,32034,US,Kimberly.M.Lowry@gmail.com,904-321-2759,6/8/1970,Visa,575.55,20
2153,female,Rosario,J,Bethea,2792 Tenmile Road,BOSTON,MA,2110,US,Rosario.J.Bethea@outlook.com,781-683-6680,3/8/1976,MasterCard,931.51,18
2154,male,Donald,C,Henderson,4836 Green Acres Road,Rocky Mount,NC,27801,US,Donald.C.Henderson@outlook.com,252-388-8197,6/12/1980,Visa,128.75,3
2155,male,Vincent,S,Argueta,3347 Traders Alley,LEE S SUMMIT,MO,64063,US,Vincent.S.Argueta@outlook.com,816-347-9384,3/20/1968,Visa,293.3,22
2156,male,Thomas,F,Spence,2501 Owagner Lane,Seattle,WA,98101,US,Thomas.F.Spence@gmail.com,206-296-5490,5/3/1966,MasterCard,393.79,22
2157,male,Roger,H,Mccain,4237 Juniper Drive,WINN,MI,48896,US,Roger.H.Mccain@gmail.com,989-866-9221,4/18/1963,Visa,203.5,30
2158,female,Lindsay,D,Copeland,3971 Better Street,Savannah,GA,31405,US,Lindsay.D.Copeland@yahoo.com,912-978-6799,11/28/1975,Visa,83.7,1
2159,female,Gladys,M,Oberlin,4110 Rainy Day Drive,BOSTON,MA,2107,US,Gladys.M.Oberlin@outlook.com,617-946-1369,2/8/1950,Visa,379.6,26
2160,male,Francis,P,Lloyd,2644 Emma Street,Lubbock,TX,79401,US,Francis.P.Lloyd@outlook.com,806-994-1349,9/28/1957,MasterCard,676.77,21
2161,male,Morris,L,Oh,2279 University Street,Seattle,WA,98155,US,Morris.L.Oh@gmail.com,206-361-3977,4/6/1974,MasterCard,671.97,26
2162,male,John,Y,Sanders,821 Kessla Way,Florence,SC,29501,US,John.Y.Sanders@yahoo.com,843-373-2943,6/9/1951,MasterCard,36.79,29
2163,female,Ethel,M,Whittington,2883 Russell Street,QUINCY,MA,2169,US,Ethel.M.Whittington@gmail.com,978-945-4834,1/11/1951,MasterCard,174.5,20
2164,female,Claudia,J,Threet,16 Willow Oaks Lane,Lafayette,LA,70501,US,Claudia.J.Threet@yahoo.com,337-401-0438,6/22/1968,Visa,323.27,20
2165,female,Emogene,H,Croce,90 Kovar Road,NEEDHAM,MA,2192,US,Emogene.H.Croce@gmail.com,508-622-3968,6/28/1972,MasterCard,791.39,4
2166,male,Craig,I,Mcdonald,1507 Star Trek Drive,Tallahassee,FL,32301,US,Craig.I.Mcdonald@gmail.com,850-325-4800,4/27/1949,MasterCard,999.14,3
2167,female,Ethel,T,Ortiz,2658 Saint James Drive,ALFARATA,PA,17044,US,Ethel.T.Ortiz@outlook.com,717-543-6989,5/7/1953,MasterCard,963.83,18
2168,female,Evelyn,W,Crowl,3051 Small Street,New York,NY,10017,US,Evelyn.W.Crowl@gmail.com,212-823-0530,12/5/1945,MasterCard,498.39,11
2169,female,Diana,C,Westover,979 Hanover Street,New York,NY,10013,US,Diana.C.Westover@gmail.com,917-660-9189,3/9/1956,MasterCard,801.55,21
2170,female,Mary,D,Peterson,2956 Berkshire Circle,Knoxville,TN,37917,US,Mary.D.Peterson@gmail.com,865-631-3109,10/13/1949,Visa,170.59,2
2171,male,Felton,P,Brooks,3234 Hiddenview Drive,Philadelphia,PA,19107,US,Felton.P.Brooks@gmail.com,215-973-2929,12/29/1956,MasterCard,762.42,1
2172,female,Jo,S,Allen,3063 Gambler Lane,Houston,TX,77060,US,Jo.S.Allen@gmail.com,281-954-1766,6/28/1945,Visa,735.77,29
2173,male,Scott,S,Juhasz,306 Tail Ends Road,Fort Atkinson,WI,53538,US,Scott.S.Juhasz@gmail.com,920-563-4347,1/26/1942,Visa,191.98,19
2174,male,Bradley,H,Miller,3347 Bailey Drive,Oelwein,IA,50662,US,Bradley.H.Miller@gmail.com,319-283-5186,7/18/1947,Visa,378.9,20
2175,male,Calvin,M,Kilpatrick,2060 Ritter Avenue,Detroit,MI,48226,US,Calvin.M.Kilpatrick@gmail.com,586-604-8147,2/21/1972,MasterCard,609.9,8
2176,male,Daniel,J,Doman,2770 Jones Street,Watauga,TX,76148,US,Daniel.J.Doman@outlook.com,817-503-2605,11/16/1946,MasterCard,515.6,22
2177,female,Patricia,T,Cassella,3410 Filbert Street,Upper Darby,PA,19082,US,Patricia.T.Cassella@gmail.com,610-853-3900,10/9/1973,MasterCard,162.38,27
2178,male,Robert,K,Holmes,882 Bridge Street,Tulsa,OK,74133,US,Robert.K.Holmes@gmail.com,918-872-0965,6/25/1943,Visa,424.59,12
2179,male,Terry,M,Thomas,900 Deercove Drive,Philadelphia,PA,19140,US,Terry.M.Thomas@gmail.com,215-226-4462,6/12/1950,MasterCard,820.44,6
2180,female,Martha,J,Siders,174 Pineview Drive,LAKE PARK,MN,51347,US,Martha.J.Siders@yahoo.com,507-839-2835,1/17/1950,MasterCard,187.7,16
2181,male,Raymond,L,Walker,73 Pick Street,Johnstown,CO,80534,US,Raymond.L.Walker@gmail.com,970-587-6897,9/6/1969,Visa,781.3,20
2182,male,Glenn,W,Johnson,1403 Rockford Mountain Lane,Appleton,WI,54914,US,Glenn.W.Johnson@gmail.com,920-217-6897,2/7/1964,MasterCard,693.3,16
2183,female,Jodi,J,Allen,3410 Flynn Street,Cleveland,OH,44115,US,Jodi.J.Allen@gmail.com,440-945-4712,4/11/1955,Visa,519.7,6
2184,male,Phillip,B,Fox,3546 Jail Drive,MCLEAN,IL,61754,US,Phillip.B.Fox@gmail.com,309-874-3030,7/11/1966,MasterCard,239.49,6
2185,female,Susan,J,Fomby,4837 Melody Lane,MCKENNEY,VA,23872,US,Susan.J.Fomby@gmail.com,804-478-9072,3/7/1946,MasterCard,568.2,28
2186,female,Nancy,G,Farley,2096 Harley Brook Lane,Erie,PA,16501,US,Nancy.G.Farley@yahoo.com,814-540-1226,4/18/1977,Visa,215.71,15
2187,male,Chris,M,Johnston,1582 Foley Street,Miami,FL,33176,US,Chris.M.Johnston@gmail.com,954-629-7444,7/20/1958,MasterCard,558.88,28
2188,female,Lura,B,Fontenot,876 Conference Center Way,Jermyn,PA,18433,US,Lura.B.Fontenot@gmail.com,570-876-5283,3/27/1941,Visa,174.92,22
2189,male,Floyd,A,Bell,853 Harron Drive,Linthicum Heights,MD,21090,US,Floyd.A.Bell@gmail.com,443-488-0346,3/16/1985,Visa,555.4,15
2190,female,Rose,G,Swartz,2584 Cherry Tree Drive,Jacksonville,FL,32202,US,Rose.G.Swartz@gmail.com,904-297-0240,2/23/1944,MasterCard,605.57,17
2191,male,Ian,C,Beaver,2391 Tecumsah Lane,Shreveport,LA,71101,US,Ian.C.Beaver@outlook.com,318-834-8330,6/25/1980,Visa,202.57,12
2192,male,Johnny,T,Fuller,1309 Indiana Avenue,Honolulu,HI,96814,US,Johnny.T.Fuller@gmail.com,808-584-3391,9/25/1944,Visa,252.42,21
2193,female,Elizabeth,J,Still,3348 Abner Road,Eau Claire,WI,54701,US,Elizabeth.J.Still@gmail.com,715-403-0785,6/6/1955,Visa,199.5,21
2194,male,Roger,L,Platt,3656 B Street,Saint Paul,MN,55104,US,Roger.L.Platt@outlook.com,651-644-0111,9/11/1967,MasterCard,397.6,7
2195,male,Joseph,V,Kasten,3571 Angus Road,New York,NY,10022,US,Joseph.V.Kasten@gmail.com,212-451-4370,12/4/1957,Visa,901.86,10
2196,male,Frank,D,Alers,3892 Pursglove Court,HARRISON (TWP) MONTGOMERY,OH,45406,US,Frank.D.Alers@gmail.com,937-260-9199,2/2/1942,MasterCard,409.12,18
2197,male,Wm,S,Smith,2195 Forest Drive,Alexandria,VA,22310,US,Wm.S.Smith@gmail.com,703-924-9184,1/18/1967,Visa,117.2,25
2198,male,Christopher,P,Lokey,2268 Buck Drive,BRATTLEBORO,VT,5301,US,Christopher.P.Lokey@outlook.com,802-217-9083,9/11/1980,MasterCard,258.88,24
2199,male,George,D,Burrow,3223 Tenmile,Norfolk,VA,23502,US,George.D.Burrow@outlook.com,757-971-9124,5/17/1967,Visa,769.78,15
2200,male,Joseph,L,Clark,2207 Pearlman Avenue,FRAMINGHAM,MA,1701,US,Joseph.L.Clark@yahoo.com,978-261-0499,1/14/1944,MasterCard,409.7,24
2201,female,Janet,L,Henderson,2761 Daffodil Lane,Mclean,VA,22101,US,Janet.L.Henderson@yahoo.com,703-448-8066,10/24/1956,MasterCard,144.85,2
2202,male,John,A,Wilson,1300 Hayhurst Lane,SOUTHFIELD,MI,48235,US,John.A.Wilson@gmail.com,248-782-3405,1/10/1981,Visa,71.94,9
2203,female,Arcelia,S,Irving,2611 Hall Valley Drive,LEWISBURG,WV,24901,US,Arcelia.S.Irving@gmail.com,304-647-4236,9/5/1953,Visa,211.1,27
2204,male,Nelson,R,Berg,4499 Timber Ridge Road,Rancho Cordova,CA,95742,US,Nelson.R.Berg@yahoo.com,916-826-3950,1/10/1962,MasterCard,744.95,6
2205,male,Cody,E,Smith,129 Jefferson Street,Hampton,VA,23666,US,Cody.E.Smith@gmail.com,757-838-9136,9/2/1941,MasterCard,640.4,13
2206,female,Josephine,B,Fox,3425 Nutter Street,Kansas City,MO,64105,US,Josephine.B.Fox@gmail.com,816-291-6558,3/10/1942,Visa,763.24,16
2207,female,Emily,J,Allen,1405 Denver Avenue,City Of Commerce,CA,90040,US,Emily.J.Allen@yahoo.com,951-314-9218,1/20/1978,Visa,742.76,9
2208,male,Timothy,W,Garcia,2686 Dennison Street,Stockton,CA,95202,US,Timothy.W.Garcia@gmail.com,209-547-8523,6/7/1954,Visa,882.83,3
2209,female,Dorothy,R,Woods,2039 Stewart Street,Indianapolis,IN,46225,US,Dorothy.R.Woods@gmail.com,317-613-3912,2/8/1978,Visa,752.65,13
2210,male,Marcus,G,Zamora,900 Lighthouse Drive,Branson,MO,65616,US,Marcus.G.Zamora@gmail.com,417-336-3855,11/19/1972,MasterCard,178.42,20
2211,male,Joseph,H,Johnson,1904 Eastland Avenue,Natchez,MS,39120,US,Joseph.H.Johnson@gmail.com,601-443-9088,10/20/1942,Visa,203.69,12
2212,male,Roy,P,Brooks,1667 Quilly Lane,Columbus,OH,43215,US,Roy.P.Brooks@outlook.com,614-508-0118,10/3/1981,MasterCard,847.53,11
2213,female,Carol,J,Deakins,3899 Capitol Avenue,Indianapolis,IN,46225,US,Carol.J.Deakins@outlook.com,765-612-1244,10/25/1965,MasterCard,462.86,18
2214,male,Chris,M,Armijo,4335 Wyatt Street,West Palm Beach,FL,33417,US,Chris.M.Armijo@outlook.com,561-550-2039,2/21/1958,MasterCard,912.57,19
2215,male,Jerome,W,Fortson,885 Collins Avenue,Canal Winchester,OH,43110,US,Jerome.W.Fortson@outlook.com,614-837-0957,4/4/1983,Visa,369.49,24
2216,female,Jody,C,Salazar,4263 Romines Mill Road,Dallas,TX,75248,US,Jody.C.Salazar@gmail.com,214-663-8557,7/30/1951,MasterCard,174.48,16
2217,male,Casey,D,Garza,4588 Frank Avenue,Fallfield,MA,1103,US,Casey.D.Garza@gmail.com,413-246-7557,9/19/1961,Visa,140.72,12
2218,male,William,C,Caster,2474 Rainbow Drive,Wellsville,OH,43968,US,William.C.Caster@yahoo.com,330-532-5670,1/11/1980,Visa,360.69,30
2219,female,Mae,L,Dudley,2824 Meadowbrook Mall Road,Los Angeles,CA,90017,US,Mae.L.Dudley@gmail.com,310-878-9380,9/4/1951,MasterCard,780.98,24
2220,female,Dawn,G,Carson,449 Jerry Dove Drive,PRITCHARDVILLE,SC,29902,US,Dawn.G.Carson@gmail.com,843-422-4555,4/27/1948,Visa,566.55,30
2221,female,Joan,G,Campbell,4892 Fall Haven Trail,Newark,NJ,7102,US,Joan.G.Campbell@outlook.com,973-685-6450,9/17/1968,Visa,995.97,8
2222,female,Susan,R,Austin,4884 Jerry Toth Drive,Juneau,AK,99801,US,Susan.R.Austin@gmail.com,907-465-1466,12/21/1970,MasterCard,67.19,26
2223,male,Bernard,J,Fuller,467 Scott Street,Poughkeepsie,NY,12603,US,Bernard.J.Fuller@gmail.com,845-463-2341,9/23/1964,MasterCard,159.95,16
2224,male,Daniel,C,Hackney,3666 Columbia Mine Road,Huntington,WV,25701,US,Daniel.C.Hackney@yahoo.com,304-553-7071,5/25/1953,Visa,959.92,16
2225,male,Floyd,O,Kelley,750 Sun Valley Road,Wenatchee,WA,98801,US,Floyd.O.Kelley@gmail.com,509-761-2747,11/24/1955,MasterCard,309.3,5
2226,female,Karissa,P,Mckechnie,2446 Pyramid Valley Road,Cedar Rapids,IA,52404,US,Karissa.P.Mckechnie@yahoo.com,319-471-2749,7/21/1961,MasterCard,774.1,24
2227,female,Shirley,C,Bishop,4749 Grove Avenue,Kingfisher,OK,73750,US,Shirley.C.Bishop@outlook.com,580-322-3490,8/28/1970,MasterCard,15.22,30
2228,female,Kathryn,J,Shirley,808 Pearcy Avenue,Brookfield,WI,53005,US,Kathryn.J.Shirley@gmail.com,262-224-0413,4/28/1968,Visa,707.7,20
2229,male,Ernest,D,Beals,4632 Hiney Road,LAS VEGAS,NV,89119,US,Ernest.D.Beals@gmail.com,702-269-0375,6/14/1940,Visa,819.39,11
2230,male,Tomas,L,Broussard,585 Hayhurst Lane,AUBURN HILLS,MI,48057,US,Tomas.L.Broussard@outlook.com,248-838-2165,12/25/1943,Visa,426.69,1
2231,female,Susan,C,Bays,677 Camel Back Road,STRANG,OK,74367,US,Susan.C.Bays@gmail.com,918-593-4306,8/13/1954,Visa,775.62,6
2232,female,Dortha,M,Corley,4793 Ashwood Drive,LARCHWOOD,IA,51241,US,Dortha.M.Corley@gmail.com,712-477-5537,2/9/1954,Visa,118.59,6
2233,male,Andrew,W,Raub,1430 Bernardo Street,EVANSVILLE,IN,47712,US,Andrew.W.Raub@gmail.com,812-963-8079,8/28/1972,Visa,343.59,21
2234,female,Miriam,R,Ryan,4944 Parkview Drive,GARDEN GROVE,CA,92643,US,Miriam.R.Ryan@gmail.com,714-265-2736,8/8/1963,MasterCard,648.28,7
2235,female,Natalia,W,Torres,4330 Pointe Lane,Fort Lauderdale,FL,33301,US,Natalia.W.Torres@gmail.com,954-902-9592,7/6/1981,Visa,924.82,14
2236,male,Claude,B,Carpenter,2271 Griffin Street,Phoenix,AZ,85003,US,Claude.B.Carpenter@outlook.com,602-257-2327,8/15/1974,Visa,881.55,13
2237,female,Mary,M,Armstrong,2902 Pallet Street,West Nyack,NY,10994,US,Mary.M.Armstrong@yahoo.com,914-391-9387,9/14/1945,Visa,15.38,29
2238,male,John,P,Sanford,2429 Parker Drive,Cleveland,OH,44115,US,John.P.Sanford@gmail.com,216-586-2582,7/2/1955,Visa,500.9,9
2239,female,Jill,E,Kirkpatrick,2847 Courtright Street,Williston,ND,58801,US,Jill.E.Kirkpatrick@gmail.com,701-577-4513,10/11/1955,Visa,828,14
2240,male,Alan,S,Murillo,671 Seltice Way,Lewiston,ID,83501,US,Alan.S.Murillo@gmail.com,208-748-0030,9/28/1972,Visa,891.42,17
2241,female,Frances,G,Holquin,3635 Lightning Point Drive,Memphis,TN,38133,US,Frances.G.Holquin@gmail.com,901-461-9685,7/21/1944,MasterCard,771.42,12
2242,male,Wallace,R,Baker,1237 Echo Lane,KALAMAZOO,MI,49007,US,Wallace.R.Baker@yahoo.com,269-910-8044,6/5/1957,Visa,702.9,17
2243,female,Annie,S,Carter,562 Broadway Street,Charleston,SC,29424,US,Annie.S.Carter@gmail.com,843-792-7636,6/9/1953,Visa,72.9,30
2244,male,Kevin,I,Warren,3809 Trymore Road,Mankato,MN,56001,US,Kevin.I.Warren@gmail.com,507-691-0510,1/28/1956,MasterCard,152.28,6
2245,female,Rhonda,J,Brown,1165 Kessla Way,CHARLESTON,SC,29407,US,Rhonda.J.Brown@gmail.com,843-329-6262,3/21/1979,MasterCard,803.76,30
2246,male,John,G,Ray,3894 Crestview Manor,Indianapolis,IN,46220,US,John.G.Ray@gmail.com,317-254-0588,2/6/1975,Visa,872.27,5
2247,male,Ronald,L,Rayburn,665 Hickory Ridge Drive,LAS VEGAS,NV,89110,US,Ronald.L.Rayburn@outlook.com,702-644-2587,11/1/1949,MasterCard,539.3,22
2248,female,Margaret,L,Bennett,3855 Bee Street,Grand Rapids,MI,49503,US,Margaret.L.Bennett@gmail.com,231-827-1197,9/17/1975,MasterCard,931.11,24
2249,male,James,M,Arnold,496 Brighton Circle Road,Saint Cloud,MN,56301,US,James.M.Arnold@gmail.com,320-648-9470,8/28/1957,Visa,723.19,8
2250,male,John,N,Thomas,2521 Grant Street,Gladewater,TX,75647,US,John.N.Thomas@gmail.com,903-844-2532,6/19/1941,MasterCard,102.54,13
2251,male,Travis,A,Mercer,4578 Walkers Ridge Way,NAPERVILLE,IL,60540,US,Travis.A.Mercer@gmail.com,630-224-7953,7/20/1958,Visa,346.85,22
2252,female,Elsa,W,Martin,2717 Angus Road,New York,NY,10018,US,Elsa.W.Martin@gmail.com,212-465-6317,5/30/1959,Visa,962.36,6
2253,male,Donald,A,Sanchez,2799 Virgil Street,Pensacola,FL,32501,US,Donald.A.Sanchez@yahoo.com,850-255-0745,10/20/1947,MasterCard,447.82,6
2254,female,Betty,V,Cooper,2973 Ash Avenue,Saint Louis,MO,63130,US,Betty.V.Cooper@yahoo.com,314-859-8967,11/29/1946,MasterCard,979.47,2
2255,male,Theodore,M,Rose,4130 Tree Top Lane,King Of Prussia,PA,19406,US,Theodore.M.Rose@gmail.com,610-232-7968,10/29/1978,Visa,187.19,8
2256,female,Rebecca,D,Barajas,2020 Williams Lane,Wichita,KS,67226,US,Rebecca.D.Barajas@yahoo.com,316-573-5164,12/30/1961,MasterCard,968.38,30
2257,female,Dawn,F,Gavin,578 Kuhl Avenue,Atlanta,GA,30303,US,Dawn.F.Gavin@gmail.com,678-658-5890,7/5/1977,Visa,588.74,6
2258,male,Clifford,L,Cortez,11 Collins Avenue,Columbus,OH,43213,US,Clifford.L.Cortez@gmail.com,614-860-0055,5/27/1974,MasterCard,375.11,7
2259,male,Luke,C,Young,2570 Rainbow Drive,Youngstown,OH,44512,US,Luke.C.Young@gmail.com,330-502-3685,1/16/1943,MasterCard,58.44,23
2260,female,Peggy,T,Adam,3383 Melrose Street,Ellensburg,WA,98926,US,Peggy.T.Adam@gmail.com,509-933-3329,2/15/1943,Visa,63.99,30
2261,female,Krystal,E,Odom,1510 Lucky Duck Drive,Pittsburgh,PA,15201,US,Krystal.E.Odom@yahoo.com,412-901-3258,9/16/1957,Visa,698.3,10
2262,female,Jennifer,M,Greening,738 Settlers Lane,New York,NY,10011,US,Jennifer.M.Greening@yahoo.com,917-805-4327,11/12/1974,Visa,624.65,20
2263,female,Helga,R,Lowe,4275 Limer Street,Eatonton,GA,31024,US,Helga.R.Lowe@gmail.com,706-485-1688,10/9/1944,Visa,299.61,7
2264,female,Adeline,W,Kelly,2322 Par Drive,City Of Commerce,CA,90040,US,Adeline.W.Kelly@gmail.com,805-901-9344,1/15/1974,Visa,344.16,10
2265,male,Dale,I,Henry,844 Drummond Street,NEWARK,NJ,7102,US,Dale.I.Henry@gmail.com,973-242-3492,1/30/1969,MasterCard,979.24,28
2266,male,Ronald,D,Laguna,3968 Pyramid Valley Road,Cedar Rapids,IA,52404,US,Ronald.D.Laguna@gmail.com,319-521-3955,9/24/1956,Visa,254.99,12
2267,male,Donald,J,Montgomery,4741 Ocello Street,San Diego,CA,92117,US,Donald.J.Montgomery@gmail.com,619-885-4386,7/20/1943,MasterCard,418.93,19
2268,female,Beverly,T,Riggs,4686 Stutler Lane,Altoona,PA,16601,US,Beverly.T.Riggs@gmail.com,814-391-0583,7/1/1961,Visa,830.86,1
2269,female,Patricia,J,Cimino,1059 Bottom Lane,Clarence,NY,14031,US,Patricia.J.Cimino@gmail.com,716-759-2932,6/29/1950,Visa,357.65,12
2270,female,Elda,W,Lowrey,4408 Hilltop Street,FallFIELD,MA,1103,US,Elda.W.Lowrey@gmail.com,413-723-1064,2/18/1940,Visa,855.12,19
2271,female,Maritza,J,Rivas,1287 Heavner Avenue,Carrollton,GA,30117,US,Maritza.J.Rivas@gmail.com,770-830-4628,7/7/1973,MasterCard,779.56,21
2272,female,Jody,A,Williams,1429 Heavner Court,Garden City,NY,11530,US,Jody.A.Williams@gmail.com,516-279-7822,4/12/1946,Visa,883.76,25
2273,female,Frances,L,Johnson,4310 Havanna Street,Winston Salem,NC,27107,US,Frances.L.Johnson@gmail.com,336-407-2342,10/17/1963,Visa,128.88,10
2274,male,Michael,D,Murphy,2372 Jewell Road,Minneapolis,MN,55401,US,Michael.D.Murphy@gmail.com,612-638-0620,11/1/1940,Visa,924.8,12
2275,female,Elizabeth,J,Moody,2171 Parkway Drive,Tucson,AZ,85712,US,Elizabeth.J.Moody@outlook.com,520-400-5545,10/13/1960,Visa,909.29,6
2276,male,Danial,B,Huffman,1105 Golf Course Drive,CHANTILLY,VA,22021,US,Danial.B.Huffman@gmail.com,703-407-7129,2/24/1979,Visa,29.9,5
2277,female,Inez,J,Kettle,809 Rockford Road,Reno,NV,89501,US,Inez.J.Kettle@yahoo.com,775-222-4881,4/24/1962,MasterCard,913.1,6
2278,female,Joanna,W,White,3915 Lowland Drive,Rockford,IL,61108,US,Joanna.W.White@yahoo.com,815-398-1777,7/24/1964,MasterCard,724.36,20
2279,male,Travis,R,Pearce,647 Centennial Farm Road,MALVERN,IA,51551,US,Travis.R.Pearce@outlook.com,712-624-9358,4/14/1942,MasterCard,325.1,3
2280,male,Heriberto,L,Welsh,2058 Fancher Drive,Cleburne,TX,76031,US,Heriberto.L.Welsh@yahoo.com,214-251-4677,8/21/1974,Visa,845.66,22
2281,male,Ricky,T,Dozier,2719 Lindale Avenue,Concord,CA,94520,US,Ricky.T.Dozier@yahoo.com,510-590-4729,12/29/1946,MasterCard,374.87,28
2282,male,Carl,M,Lopiccolo,2729 Jarvis Street,New York,NY,10013,US,Carl.M.Lopiccolo@gmail.com,716-880-7187,8/18/1945,Visa,397.62,17
2283,male,Earl,M,Penney,895 Romines Mill Road,Dallas,TX,75209,US,Earl.M.Penney@gmail.com,214-654-5037,2/16/1984,MasterCard,886.83,5
2284,female,Juanita,R,Newton,3519 Jett Lane,Burbank,CA,91505,US,Juanita.R.Newton@gmail.com,310-666-6609,7/26/1985,MasterCard,341.95,15
2285,female,Joann,D,Bay,2867 Mattson Street,Portland,OR,97205,US,Joann.D.Bay@gmail.com,503-414-0296,7/1/1971,MasterCard,962.51,18
2286,male,Billy,C,Todd,4636 Kelley Road,BILOXI,MS,39532,US,Billy.C.Todd@gmail.com,228-396-7902,8/28/1983,Visa,834.6,23
2287,male,Vincent,B,Mares,4033 Sumner Street,West Los Angeles,CA,90025,US,Vincent.B.Mares@gmail.com,310-582-0967,11/2/1941,MasterCard,745.32,1
2288,female,Josefina,M,Sweeney,3058 Aaron Smith Drive,York,PA,17404,US,Josefina.M.Sweeney@outlook.com,717-779-7130,4/17/1983,MasterCard,926.33,16
2289,female,Sabrina,H,Flynn,574 Liberty Street,Plano,TX,75074,US,Sabrina.H.Flynn@yahoo.com,214-897-4334,10/12/1959,MasterCard,107.23,12
2290,male,Charles,J,Powell,2145 Hart Country Lane,Augusta,GA,30901,US,Charles.J.Powell@yahoo.com,706-535-8105,11/27/1976,MasterCard,485.48,10
2291,female,Andrea,F,Webb,3172 Leverton Cove Road,FallFIELD,MA,1115,US,Andrea.F.Webb@gmail.com,413-329-9553,5/2/1953,Visa,531.28,8
2292,male,Linwood,F,Pierce,1772 Lunetta Street,Seymour,TX,76380,US,Linwood.F.Pierce@gmail.com,940-988-0619,2/20/1941,MasterCard,852.89,9
2293,female,Stacey,M,Vogan,1265 Star Trek Drive,Tallahassee,FL,32301,US,Stacey.M.Vogan@gmail.com,850-402-5009,3/19/1945,Visa,501.27,11
2294,male,Timothy,K,Campbell,941 Stutler Lane,Erie,PA,16501,US,Timothy.K.Campbell@gmail.com,814-450-8542,9/9/1958,MasterCard,759.85,8
2295,female,Nicole,J,Roberts,2407 Caynor Circle,LINDEN,NJ,7036,US,Nicole.J.Roberts@gmail.com,908-525-1542,6/3/1940,MasterCard,160.57,23
2296,male,Dale,B,Mathis,1031 Bloomfield Way,PORTLAND,ME,4101,US,Dale.B.Mathis@outlook.com,207-574-3119,4/5/1974,Visa,17.15,28
2297,female,Marjorie,J,Restivo,4042 Forest Drive,Mclean,VA,22101,US,Marjorie.J.Restivo@gmail.com,703-873-9231,2/19/1945,Visa,1.26,12
2298,male,John,H,Hill,1016 Mulberry Lane,Miami,FL,33169,US,John.H.Hill@gmail.com,561-888-9727,4/3/1940,Visa,620.74,14
2299,male,Joseph,L,Nash,4644 Devils Hill Road,Jackson,MS,39201,US,Joseph.L.Nash@outlook.com,601-862-3475,4/22/1979,MasterCard,35.4,13
2300,female,Megan,R,Alva,4583 Vine Street,Arlington Heights,IL,60005,US,Megan.R.Alva@outlook.com,847-586-9131,8/28/1965,Visa,155.37,24
2301,female,Sheila,D,Jackson,561 Bel Meadow Drive,Santa Ana,CA,92705,US,Sheila.D.Jackson@outlook.com,909-331-5407,8/5/1960,Visa,729.77,13
2302,male,Floyd,D,Spencer,4356 Lauren Drive,CHASEBURG,WI,54621,US,Floyd.D.Spencer@gmail.com,608-483-8772,3/5/1944,Visa,752.91,17
2303,male,Martin,A,Stringfellow,1501 Oak Ridge Drive,Saint Louis,MO,63101,US,Martin.A.Stringfellow@yahoo.com,573-575-3522,4/11/1949,Visa,802,18
2304,female,Helen,S,Mays,3231 Maple Court,MACKS CREEK,MO,65786,US,Helen.S.Mays@outlook.com,573-363-7528,2/14/1958,MasterCard,819.22,17
2305,female,Sara,C,Covington,4996 Bates Brothers Road,Columbus,OH,43215,US,Sara.C.Covington@gmail.com,614-296-7988,10/7/1967,Visa,633.8,13
2306,male,George,J,Mcdaniel,3213 Alexander Avenue,Oakland,CA,94612,US,George.J.Mcdaniel@yahoo.com,925-658-8582,8/2/1953,Visa,641.7,14
2307,male,Jesse,E,Barlow,2734 Ridge Road,COLONY,KS,66015,US,Jesse.E.Barlow@yahoo.com,620-852-0067,3/3/1944,Visa,708.28,19
2308,female,Lori,H,Crumley,4968 Juniper Drive,Saginaw,MI,48607,US,Lori.H.Crumley@yahoo.com,989-907-7547,6/11/1953,Visa,596.47,10
2309,female,Ruby,R,Galloway,809 Smithfield Avenue,Lubbock,TX,79401,US,Ruby.R.Galloway@yahoo.com,806-767-2306,3/26/1964,MasterCard,887.5,22
2310,female,Gloria,J,Doran,741 Forest Drive,Falls Church,VA,22044,US,Gloria.J.Doran@outlook.com,703-928-6771,12/25/1947,MasterCard,535.77,20
2311,male,Dennis,A,Sanders,2861 Roosevelt Wilson Lane,FULLERTON,CA,93632,US,Dennis.A.Sanders@outlook.com,909-851-8437,8/23/1977,Visa,715.52,29
